trr_id,weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_catdridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position
83694,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83710,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83724,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83748,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83756,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83757,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83786,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83791,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83794,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83801,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83804,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83807,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P226,4.4, 9 MM,7.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,DNA,0-5FT,PERSON,STANDING
83814,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83851,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83854,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83870,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
83881,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,4, 9 MM,2.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,10-15FT,UNKNOWN,OTHER (SPECIFY)
83890,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83918,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
83928,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83935,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83940,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83951,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
83953,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
83959,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,
83993,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
83999,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,4, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,UNKNOWN,STANDING
84012,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84023,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84041,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84045,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84050,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84093,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,
84095,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84101,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",21SF,4.6,45 CAL,2.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,PERSON,SITTING
84110,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84123,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84130,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84146,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84152,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84160,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84164,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84172,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84185,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84210,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84217,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84285,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84287,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",17,4.49, 9 MM,1.0,No,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,No,,OVER 15FT,OBJECT,STANDING
84291,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84298,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84305,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P226,40, 9 MM,3.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,VEHICLE,OVER 15FT,UNKNOWN,SITTING
84313,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84318,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84344,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84359,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",23,4,40 S&W,4.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,OBJECT,STANDING
84375,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84383,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84392,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",22,4.5,40 S&W,4.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,TREE ,OVER 15FT,BOTH,KNEELING
84394,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P226,4.4, 9 MM,7.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,DEPARTMENT VEHICLE,OVER 15FT,BOTH,SITTING
84398,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",23,4,40 S&W,38.0,Yes,2.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,MAGAZINE,Yes,DEPARTMENT VEHICLE,0-5FT,BOTH,STANDING
84399,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",21,4.61,45 CAL,12.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,TREE,05-10FT,BOTH,OTHER (SPECIFY)
84418,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84426,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84440,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84474,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84491,SEMI-AUTO PISTOL,,"BERETTA -US- (BANTAM,BRIGADIER 951,EMPIRE,PUMA)",8000D,3.5, 9 MM,4.0,No,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,Yes,VEHICLE,10-15FT,PERSON,STANDING
84491,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84494,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P239,3.6, 9 MM,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,OVER 15FT,OBJECT,STANDING
84496,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84497,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84503,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84519,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84522,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84552,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84555,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84573,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,
84580,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,
84580,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84581,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,
84619,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84628,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84630,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84642,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84665,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84668,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84695,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84702,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84707,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84710,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",19,4, 9 MM,4.0,No,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,OBJECT,STANDING
84711,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",21,4.5,45 CAL,6.0,No,6.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,OBJECT,STANDING
84741,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84752,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84769,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84771,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84829,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84830,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84841,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84843,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",6946,3.5, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,05-10FT,PERSON,STANDING
84845,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84858,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84860,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84862,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84879,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84880,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84918,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
84920,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",GLOCK,3.5, 45 ACP,7.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,NONE,No,NONE,OVER 15FT,PERSON,STANDING
84976,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84983,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
84988,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85042,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85060,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",17,4.49, 9 MM,8.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,10-15FT,PERSON,STANDING
85065,SEMI-AUTO PISTOL,,"BERETTA -US- (BANTAM,BRIGADIER 951,EMPIRE,PUMA)",92D CENTURION,4.5, 9 MM,3.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,05-10FT,UNKNOWN,STANDING
85066,SEMI-AUTO PISTOL,,SPRINGFIELD ARMORY M1A,XD45,4.5,45 CAL,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,10-15FT,UNKNOWN,STANDING
85067,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",21,4.6,45 CAL,4.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,UNKNOWN,STANDING
85068,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85070,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85077,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85089,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85097,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85142,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85144,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P226,4.5, 9 MM,4.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,0-5FT,PERSON,STANDING
85147,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P229,4, 9 MM,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,05-10FT,PERSON,STANDING
85161,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85176,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85214,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85216,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85218,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85236,SEMI-AUTO PISTOL,,SPRINGFIELD ARMORY M1A,XD45,5,45 CAL,8.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,OVER 15FT,OBJECT,STANDING
85242,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85260,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85269,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85282,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85311,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85339,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85363,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85374,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85386,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85397,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85415,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85422,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85428,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85438,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85439,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P226,4.5, 9 MM,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,GARAGE,10-15FT,OBJECT,STANDING
85448,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85449,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",21,4.6,45 CAL,7.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,OVER 15FT,PERSON,STANDING
85460,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85461,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85462,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85463,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85490,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85501,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85507,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85508,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85512,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,
85521,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85539,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85557,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85561,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,
85587,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85589,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85591,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85598,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85623,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85626,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85631,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85639,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",MOD 22,5,40 S&W,6.0,No,,OTHER (SPECIFY),STRONG SIDE DRAW,,Yes,NONE,0-5FT,PERSON,STANDING
85642,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85643,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85673,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",30SF,3.78,45 CAL,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,OBJECT,STANDING
85674,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85705,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85710,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85711,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85717,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85721,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85722,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85730,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85734,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85737,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85755,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85756,SEMI-AUTO PISTOL,,SPRINGFIELD ARMORY M1A,XD,4.5, 9 MM,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,No,DNA,0-5FT,UNKNOWN,OTHER (SPECIFY)
85760,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85800,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85801,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85802,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85854,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",6946,3.5, 9 MM,2.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,OBJECT,STANDING
85863,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85873,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85900,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85904,SEMI-AUTO PISTOL,,SIG-SAUER/COLT SAUER --GE-- (BEHORDEN),P228,4, 9 MM,4.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,05-10FT,PERSON,STANDING
85905,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85907,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85919,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85926,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85946,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85947,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85948,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85949,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
85950,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85954,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85968,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
85971,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86028,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86031,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86046,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86049,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86060,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86062,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86071,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86082,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86092,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86099,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86111,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86126,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86134,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86136,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86145,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",22,4,40 S&W,9.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,Yes,NO,05-10FT,PERSON,STANDING
86147,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",M&P,4.25, 9 MM,5.0,No,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,05-10FT,PERSON,STANDING
86160,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86168,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P226,4.4, 9 MM,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,STAIRWELL,0-5FT,OBJECT,STANDING
86169,SHOTGUN,,REMINGTON ARMS CO. INC.,870 MAGNUM,"9""",12 GA,2.0,No,,RIGHT SIDE (WAIST),OTHER (SPECIFY),,Yes,DNA,0-5FT,OBJECT,STANDING
86187,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86199,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86219,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86224,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86226,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86233,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",21,4.6,45 CAL,3.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,Yes,NO COVER,10-15FT,PERSON,STANDING
86237,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86248,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86253,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86279,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86288,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86311,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86312,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86338,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86349,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86428,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86434,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86436,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",23,3,OTHER,5.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NOTHING,05-10FT,OBJECT,STANDING
86465,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86466,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86473,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86499,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86561,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,
86566,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86571,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86591,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,
86603,SEMI-AUTO PISTOL,,SPRINGFIELD ARMORY M1A,XDM,4.5, 9 MM,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,10-15FT,UNKNOWN,STANDING
86609,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86611,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P229,4, 9 MM,14.0,Yes,13.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,MAGAZINE,No,NONE,05-10FT,BOTH,STANDING
86613,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",22,4.5,40 S&W,7.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,No,NONE,05-10FT,BOTH,STANDING
86621,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86624,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,
86626,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86638,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86670,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86689,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86701,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86716,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86720,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86733,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86735,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86743,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86745,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86826,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86833,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86894,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
86910,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,
86914,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86959,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86981,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86993,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
86994,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
87015,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",22,4.25,40 S&W,2.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,NONE,Yes,SHIELD,OVER 15FT,UNKNOWN,STANDING
87016,SEMI-AUTO PISTOL,,"BERETTA -US- (BANTAM,BRIGADIER 951,EMPIRE,PUMA)",8000D,4, 9 MM,10.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,WALL COVER,0-5FT,OBJECT,STANDING
87017,SEMI-AUTO PISTOL,,SPRINGFIELD ARMORY M1A,XD45,4,45 CAL,9.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,"DISTANCE, SHIELDING",0-5FT,OBJECT,STANDING
87025,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
87039,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,
87039,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
87076,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
87078,TASER (DRIVE STUN MODE),,,,,,,,,,,,,,,,
87081,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
87084,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
87085,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
87087,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
87089,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P220,4.4,45 CAL,5.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,05-10FT,PERSON,STANDING
87115,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
87137,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
87155,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
87170,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P229,4.5, 9 MM,3.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,OVER 15FT,UNKNOWN,STANDING
