trr_id,weapon_type,firearm_caliber,weapon_description
94857,"MOUTH (SPIT,BITE,ETC)",,
94859,"MOUTH (SPIT,BITE,ETC)",,
94860,"MOUTH (SPIT,BITE,ETC)",,
94861,HANDS/FISTS,,
94861,OTHER (SPECIFY),,PUSHED OFFICER
94861,VERBAL THREAT (ASSAULT),,
94862,FEET,,
94863,FEET,,
94863,VERBAL THREAT (ASSAULT),,
94864,FEET,,
94864,KNIFE/OTHER CUTTING INSTRUMENT,,
94864,VERBAL THREAT (ASSAULT),,
94866,OTHER (SPECIFY),,VERBAL THREATS
94869,FEET,,
94869,HANDS/FISTS,,
94875,OTHER (SPECIFY),,PUSHED BODY INTO OFFICER
94875,VERBAL THREAT (ASSAULT),,
94876,FEET,,
94876,OTHER (SPECIFY),,KICKED OFFICER IN LEG AND HAND/WRIST
94876,VERBAL THREAT (ASSAULT),,
94878,HANDS/FISTS,,
94879,FEET,,
94879,HANDS/FISTS,,
94880,FEET,,
94880,HANDS/FISTS,,
94880,"MOUTH (SPIT,BITE,ETC)",,
94881,"MOUTH (SPIT,BITE,ETC)",,
94881,OTHER (SPECIFY),,"KICKS, FISTS, AND OPEN HANDS"
94882,HANDS/FISTS,,
94882,KNIFE/OTHER CUTTING INSTRUMENT,,
94882,VERBAL THREAT (ASSAULT),,
94884,VERBAL THREAT (ASSAULT),,
94890,HANDS/FISTS,,
94892,FIREARM - SEMI-AUTOMATIC,UNKNOWN,
94894,OTHER (SPECIFY),,AGG STANCE/CLINCHED FISTS
94895,OTHER (SPECIFY),,AGG STANCE/CLINCHED FISTS
94896,HANDS/FISTS,,
94896,VERBAL THREAT (ASSAULT),,
94897,HANDS/FISTS,,
94897,VERBAL THREAT (ASSAULT),,
94901,HANDS/FISTS,,
94902,OTHER (SPECIFY),,PUSHED A/O AGAINST WALL
94909,KNIFE/OTHER CUTTING INSTRUMENT,,
94916,OTHER (SPECIFY),,AGGRESSIVE APPRAOCH TOWARDS AO LEAVING AO IN FEAR OF BATTERY
94918,HANDS/FISTS,,
94926,HANDS/FISTS,,
94928,HANDS/FISTS,,
94944,HANDS/FISTS,,
94949,HANDS/FISTS,,
94952,BLUNT INSTRUMENT,,
94956,BLUNT INSTRUMENT,,ALUMINUM BASEBALL BAT
94957,BLUNT INSTRUMENT,,ALUMINUM BASEBALL BAT
94963,HANDS/FISTS,,
94963,OTHER (SPECIFY),,OPENED PO CAR DOOR AND LUNGED AT P.O. WAGNER
94963,VERBAL THREAT (ASSAULT),,
94964,HANDS/FISTS,,
94964,VERBAL THREAT (ASSAULT),,
94965,FIREARM - SEMI-AUTOMATIC, 9 MM,
94966,FEET,,
94966,HANDS/FISTS,,
94966,VERBAL THREAT (ASSAULT),,
94967,FEET,,
94967,HANDS/FISTS,,
94967,"MOUTH (SPIT,BITE,ETC)",,
94967,VERBAL THREAT (ASSAULT),,
94969,FIREARM - SEMI-AUTOMATIC, 9 MM,
94972,HANDS/FISTS,,
94972,OTHER (SPECIFY),,OFFENDER SWUNG A/O TO GROUND
94974,HANDS/FISTS,,
94976,FEET,,
94977,VERBAL THREAT (ASSAULT),,
94978,VERBAL THREAT (ASSAULT),,
94979,OTHER (SPECIFY),,ELBOWS
94980,HANDS/FISTS,,
94981,OTHER (SPECIFY),,GRABBED R/O'S ARM
94983,FEET,,
94983,HANDS/FISTS,,
94983,VERBAL THREAT (ASSAULT),,
94984,FEET,,
94984,HANDS/FISTS,,
94984,VERBAL THREAT (ASSAULT),,
94988,HANDS/FISTS,,
94989,HANDS/FISTS,,
94993,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
94994,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
94996,OTHER (SPECIFY),,CLENCHED FISTS
94997,HANDS/FISTS,,
95000,HANDS/FISTS,,
95002,HANDS/FISTS,,
95005,HANDS/FISTS,,
95006,FEET,,
95006,HANDS/FISTS,,
95016,VERBAL THREAT (ASSAULT),,
95017,HANDS/FISTS,,
95018,OTHER (SPECIFY),,STUN GUN
95019,OTHER (SPECIFY),,STUN GUN
95020,OTHER (SPECIFY),,STUN GUN
95021,"MOUTH (SPIT,BITE,ETC)",,
95025,FEET,,
95025,HANDS/FISTS,,
95025,"MOUTH (SPIT,BITE,ETC)",,
95025,VERBAL THREAT (ASSAULT),,
95026,HANDS/FISTS,,
95026,VERBAL THREAT (ASSAULT),,
95029,OTHER (SPECIFY),,KNEE
95035,HANDS/FISTS,,
95037,HANDS/FISTS,,
95037,VERBAL THREAT (ASSAULT),,
95038,VERBAL THREAT (ASSAULT),,
95039,VERBAL THREAT (ASSAULT),,
95040,VERBAL THREAT (ASSAULT),,
95041,VERBAL THREAT (ASSAULT),,
95042,HANDS/FISTS,,
95042,VERBAL THREAT (ASSAULT),,
95043,HANDS/FISTS,,
95043,VERBAL THREAT (ASSAULT),,
95044,HANDS/FISTS,,
95053,OTHER (SPECIFY),,SHOVEL
95054,OTHER (SPECIFY),,SHOVEL
95057,HANDS/FISTS,,
95057,"MOUTH (SPIT,BITE,ETC)",,
95057,VERBAL THREAT (ASSAULT),,
95062,HANDS/FISTS,,
95063,HANDS/FISTS,,
95065,HANDS/FISTS,,
95065,OTHER (SPECIFY),,ATTEMP HIT W/FIST
95066,HANDS/FISTS,,
95069,FEET,,
95069,"MOUTH (SPIT,BITE,ETC)",,
95069,OTHER (SPECIFY),, ATTEMPT HEAD BUTT
95072,OTHER (SPECIFY),,DISPLAYED HANDGUN
95072,VERBAL THREAT (ASSAULT),,
95084,"MOUTH (SPIT,BITE,ETC)",,
95086,"MOUTH (SPIT,BITE,ETC)",,
95093,OTHER (SPECIFY),,OPEN ARMS
95097,HANDS/FISTS,,
95101,HANDS/FISTS,,
95105,FEET,,
95105,OTHER (SPECIFY),,KICKING WITH FEET/BOOTS
95106,FEET,,
95106,OTHER (SPECIFY),,KICKING WITH FEET/BOOTS
95111,FIREARM - SEMI-AUTOMATIC,40 S&W,
95112,FEET,,
95112,HANDS/FISTS,,
95115,FEET,,
95115,FIREARM - SEMI-AUTOMATIC, 45 ACP,
95115,HANDS/FISTS,,
95118,OTHER (SPECIFY),,ARM
95119,OTHER (SPECIFY),,ELBOW
95120,OTHER (SPECIFY),,STIFFENING BODY TOWARDS P.O.
95126,OTHER (SPECIFY),,LUNGED AT
95128,VERBAL THREAT (ASSAULT),,
95129,HANDS/FISTS,,
95130,HANDS/FISTS,,
95130,OTHER (SPECIFY),,CLOSED DISTANCE
95132,VERBAL THREAT (ASSAULT),,
95139,HANDS/FISTS,,
95140,HANDS/FISTS,,
95140,OTHER (SPECIFY),,CLINCHED FISTS
95141,HANDS/FISTS,,
95141,OTHER (SPECIFY),,CLINCHED FISTS
95142,FEET,,
95142,HANDS/FISTS,,
95144,FEET,,
95144,HANDS/FISTS,,
95149,OTHER (SPECIFY),,ELBOW STRIKE
95153,HANDS/FISTS,,
95158,FEET,,
95158,"MOUTH (SPIT,BITE,ETC)",,
95158,VERBAL THREAT (ASSAULT),,
95161,OTHER (SPECIFY),,TOOK FIGHT STANCE
95161,VERBAL THREAT (ASSAULT),,
95162,FEET,,
95162,HANDS/FISTS,,
95162,VERBAL THREAT (ASSAULT),,
95175,VERBAL THREAT (ASSAULT),,
95176,VERBAL THREAT (ASSAULT),,
95182,FEET,,
95183,FEET,,
95189,HANDS/FISTS,,
95198,FEET,,
95201,OTHER (SPECIFY),,FACED RO IN MENACING MANNER W/CLENCHED FISTS
95203,FIREARM - REVOLVER, 38 CAL,
95203,HANDS/FISTS,,
95219,FIREARM - REVOLVER,44 CAL,
95220,FIREARM - REVOLVER,44 CAL,
95223,OTHER (SPECIFY),,METAL POLE
95224,OTHER (SPECIFY),,METAL POLE
95225,OTHER (SPECIFY),,METAL POLE
95226,HANDS/FISTS,,
95229,HANDS/FISTS,,
95229,VERBAL THREAT (ASSAULT),,
95244,OTHER (SPECIFY),,ELBOW STRIKE
95246,HANDS/FISTS,,
95247,FEET,,
95251,HANDS/FISTS,,
95252,VERBAL THREAT (ASSAULT),,
95256,HANDS/FISTS,,
95256,VERBAL THREAT (ASSAULT),,
95258,OTHER (SPECIFY),,WAEPON IMPLIED
95258,VERBAL THREAT (ASSAULT),,
95259,OTHER (SPECIFY),,WEAPON IMPLIED
95259,VERBAL THREAT (ASSAULT),,
95265,HANDS/FISTS,,
95270,HANDS/FISTS,,
95272,HANDS/FISTS,,
95273,OTHER (SPECIFY),,POITING FINGER IN OFFICER'S FACE
95283,FEET,,
95283,FIREARM - REVOLVER, 38 CAL,CHARTER ARMS UNDERCOVER .38 SPL
95285,HANDS/FISTS,,
95292,OTHER (SPECIFY),,SHOVED WITH BODY
95295,HANDS/FISTS,,
95297,HANDS/FISTS,,
95307,HANDS/FISTS,,
95308,HANDS/FISTS,,
95312,HANDS/FISTS,,
95315,OTHER (SPECIFY),,BODY TO BLOCK
95318,VERBAL THREAT (ASSAULT),,
95319,VERBAL THREAT (ASSAULT),,
95328,HANDS/FISTS,,
95328,VERBAL THREAT (ASSAULT),,
95329,VERBAL THREAT (ASSAULT),,
95330,FEET,,
95333,VERBAL THREAT (ASSAULT),,
95334,HANDS/FISTS,,
95334,VERBAL THREAT (ASSAULT),,
95338,HANDS/FISTS,,
95342,"MOUTH (SPIT,BITE,ETC)",,
95342,VERBAL THREAT (ASSAULT),,
95347,HANDS/FISTS,,
95347,VERBAL THREAT (ASSAULT),,
95350,HANDS/FISTS,,
95352,FEET,,
95365,OTHER (SPECIFY),,PHYSICALLY PUSHED BUMPED TWISTED AWAY FROM A/O
95367,"MOUTH (SPIT,BITE,ETC)",,
95367,OTHER (SPECIFY),,OBJECT THROWN
95367,VERBAL THREAT (ASSAULT),,
95368,"MOUTH (SPIT,BITE,ETC)",,
95368,OTHER (SPECIFY),,OBJECT THROWN AT A/O
95368,VERBAL THREAT (ASSAULT),,
95372,VERBAL THREAT (ASSAULT),,
95375,FIREARM - SEMI-AUTOMATIC,40 S&W,
95380,HANDS/FISTS,,
95383,HANDS/FISTS,,
95383,VERBAL THREAT (ASSAULT),,
95384,HANDS/FISTS,,
95384,VERBAL THREAT (ASSAULT),,
95385,HANDS/FISTS,,
95385,VERBAL THREAT (ASSAULT),,
95386,"MOUTH (SPIT,BITE,ETC)",,
95386,VERBAL THREAT (ASSAULT),,
95396,FIREARM - SEMI-AUTOMATIC,40 S&W,
95398,FEET,,
95398,HANDS/FISTS,,
95399,VERBAL THREAT (ASSAULT),,
95400,VERBAL THREAT (ASSAULT),,
95412,FEET,,
95412,HANDS/FISTS,,
95413,FEET,,
95413,HANDS/FISTS,,
95414,FEET,,
95414,HANDS/FISTS,,
95418,HANDS/FISTS,,
95430,FEET,,
95430,HANDS/FISTS,,
95430,"MOUTH (SPIT,BITE,ETC)",,
95430,VERBAL THREAT (ASSAULT),,
95431,HANDS/FISTS,,
95431,OTHER (SPECIFY),,KNEE STRIKE
95431,VERBAL THREAT (ASSAULT),,
95433,VERBAL THREAT (ASSAULT),,
95434,VERBAL THREAT (ASSAULT),,
95435,"MOUTH (SPIT,BITE,ETC)",,
95435,VERBAL THREAT (ASSAULT),,
95436,"MOUTH (SPIT,BITE,ETC)",,
95436,VERBAL THREAT (ASSAULT),,
95437,"MOUTH (SPIT,BITE,ETC)",,
95438,HANDS/FISTS,,
95439,HANDS/FISTS,,
95443,HANDS/FISTS,,
95447,FIREARM - REVOLVER,22 LR,
95448,HANDS/FISTS,,
95460,HANDS/FISTS,,
95460,VERBAL THREAT (ASSAULT),,
95462,KNIFE/OTHER CUTTING INSTRUMENT,,CHUNK OF GLASS
95464,HANDS/FISTS,,
95464,OTHER (SPECIFY),,PUSHED
95465,HANDS/FISTS,,
95465,OTHER (SPECIFY),,PUSHED
95471,FIREARM - SEMI-AUTOMATIC,380 ACP,
95473,HANDS/FISTS,,
95476,HANDS/FISTS,,
95477,HANDS/FISTS,,
95484,"MOUTH (SPIT,BITE,ETC)",,
95488,FEET,,
95488,HANDS/FISTS,,
95488,VERBAL THREAT (ASSAULT),,
95489,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
95490,FEET,,
95490,HANDS/FISTS,,
95490,VERBAL THREAT (ASSAULT),,
95494,BLUNT INSTRUMENT,,
95494,OTHER (SPECIFY),,VODKA BOTTLE
95495,FEET,,
95495,HANDS/FISTS,,
95495,VERBAL THREAT (ASSAULT),,
95496,FEET,,
95496,HANDS/FISTS,,
95496,VERBAL THREAT (ASSAULT),,
95497,FEET,,
95497,HANDS/FISTS,,
95497,VERBAL THREAT (ASSAULT),,
95498,KNIFE/OTHER CUTTING INSTRUMENT,,
95499,KNIFE/OTHER CUTTING INSTRUMENT,,
95502,FEET,,
95502,HANDS/FISTS,,
95502,VERBAL THREAT (ASSAULT),,
95503,OTHER (SPECIFY),,SEE BELOW
95506,HANDS/FISTS,,
95512,HANDS/FISTS,,
95512,OTHER (SPECIFY),,STRUCK P.O. PACHECO CLOSED FIST
95514,HANDS/FISTS,,
95517,FIREARM - SEMI-AUTOMATIC,380 ACP,
95517,OTHER (SPECIFY),,VEHICLE- OFFENDER STRUCK R/O'S SQUAD CAR
95519,OTHER (SPECIFY),,OFFENDER STRUCK R/OS SQUAD CAR
95519,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
95520,FIREARM - SEMI-AUTOMATIC,380 ACP,
95521,FIREARM - SEMI-AUTOMATIC, 9 MM,
95522,FIREARM - SEMI-AUTOMATIC, 9 MM,
95526,FEET,,
95526,HANDS/FISTS,,
95527,FEET,,
95527,HANDS/FISTS,,
95531,HANDS/FISTS,,
95531,VERBAL THREAT (ASSAULT),,
95532,"MOUTH (SPIT,BITE,ETC)",,
95537,FIREARM - REVOLVER,44 CAL,CHARTER ARMS BULLDOG S#226
95538,OTHER (SPECIFY),,SMALL PAIR OF SISSORS
95538,OTHER (SPECIFY),,THREATENED WITH SISSORS
95540,OTHER (SPECIFY), 9 MM,INTRATECH TEC-DC9
95541,FEET,,
95541,HANDS/FISTS,,
95541,OTHER (SPECIFY), 9 MM,INTRA TEC TEC-9 9MM SUB MACHINE GUN
95544,HANDS/FISTS,,
95544,VERBAL THREAT (ASSAULT),,
95545,HANDS/FISTS,,
95545,VERBAL THREAT (ASSAULT),,
95546,HANDS/FISTS,,
95546,VERBAL THREAT (ASSAULT),,
95547,HANDS/FISTS,,
95547,VERBAL THREAT (ASSAULT),,
95548,HANDS/FISTS,,
95548,VERBAL THREAT (ASSAULT),,
95549,OTHER (SPECIFY),,STRUCK PO WITH SHOULDER
95549,VERBAL THREAT (ASSAULT),,
95564,OTHER (SPECIFY),,SHOULDER
95565,HANDS/FISTS,,
95565,OTHER (SPECIFY),,APPEARED MENTALLY UNSTABLE
95565,VERBAL THREAT (ASSAULT),,
95582,FEET,,
95583,VERBAL THREAT (ASSAULT),,
95586,VERBAL THREAT (ASSAULT),,
95587,VERBAL THREAT (ASSAULT),,
95591,HANDS/FISTS,,
95591,VERBAL THREAT (ASSAULT),,
95592,HANDS/FISTS,,
95592,VERBAL THREAT (ASSAULT),,
95593,OTHER (SPECIFY),,STIFFENING BODY TO ATTACK.
95593,VERBAL THREAT (ASSAULT),,
95597,"MOUTH (SPIT,BITE,ETC)",,
95603,HANDS/FISTS,,
95604,HANDS/FISTS,,
95606,VERBAL THREAT (ASSAULT),,
95609,KNIFE/OTHER CUTTING INSTRUMENT,,
95609,OTHER (SPECIFY),,HAD 2 KNIVES IN BLADED STANCE
95619,FEET,,
95619,HANDS/FISTS,,
95620,FEET,,
95620,HANDS/FISTS,,
95621,FEET,,
95621,HANDS/FISTS,,
95634,HANDS/FISTS,,
95635,"MOUTH (SPIT,BITE,ETC)",,
95636,FEET,,
95636,HANDS/FISTS,,
95636,"MOUTH (SPIT,BITE,ETC)",,
95636,VERBAL THREAT (ASSAULT),,
95637,HANDS/FISTS,,
95638,HANDS/FISTS,,
95644,FEET,,
95644,"MOUTH (SPIT,BITE,ETC)",,
95644,OTHER (SPECIFY),,CLAIMED HIV PRESENT IN SPIT
95644,VERBAL THREAT (ASSAULT),,
95645,FEET,,
95645,OTHER (SPECIFY),,SPIT / CLAIMED HIV PRESENT IN SPIT
95645,VERBAL THREAT (ASSAULT),,
95647,HANDS/FISTS,,
95657,FEET,,
95657,HANDS/FISTS,,
95658,FEET,,
95658,HANDS/FISTS,,
95658,OTHER (SPECIFY),,BELT WITH BUCKLE
95660,HANDS/FISTS,,
95662,HANDS/FISTS,,
95664,VERBAL THREAT (ASSAULT),,
95672,FEET,,
95672,HANDS/FISTS,,
95672,"MOUTH (SPIT,BITE,ETC)",,
95674,OTHER (SPECIFY),,THREW GARBAGE CAN AT OFFICER WHILE BEING PURSUED
95676,HANDS/FISTS,,
95676,OTHER (SPECIFY),,CHARGED OFFICER
95677,HANDS/FISTS,,
95679,VERBAL THREAT (ASSAULT),,
95681,OTHER (SPECIFY),,ATTEMPTED TO KICK R/O
95681,VERBAL THREAT (ASSAULT),,
95682,HANDS/FISTS,,
95685,FEET,,
95685,HANDS/FISTS,,
95692,HANDS/FISTS,,
95706,VERBAL THREAT (ASSAULT),,
95707,OTHER (SPECIFY),,CHEST
95708,OTHER (SPECIFY),,ATTEMPT TO HEADBUTT
95712,VERBAL THREAT (ASSAULT),,
95721,OTHER (SPECIFY),,PUSHED R/O BACKWARDS
95724,HANDS/FISTS,,
95725,VERBAL THREAT (ASSAULT),,
95737,FEET,,
95738,VERBAL THREAT (ASSAULT),,
95739,FEET,,
95740,"MOUTH (SPIT,BITE,ETC)",,
95746,"MOUTH (SPIT,BITE,ETC)",,
95746,VERBAL THREAT (ASSAULT),,
95749,"MOUTH (SPIT,BITE,ETC)",,
95749,VERBAL THREAT (ASSAULT),,
95756,FEET,,
95759,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
95760,OTHER (SPECIFY),,ARMED WITH STEAL ULOCK
95761,OTHER (SPECIFY),,MOTOR VEHICLE
95761,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
95764,OTHER (SPECIFY),,OPPERATING VEHICLE IN A MANNER THAT COULD CAUSE DEATH 
95766,HANDS/FISTS,,
95766,OTHER (SPECIFY),,PINNED BETWEEN DOOR FRAME AND DOOR
95778,HANDS/FISTS,,
95778,OTHER (SPECIFY),,BODY WEIGHT
95781,HANDS/FISTS,,
95782,HANDS/FISTS,,
95782,VERBAL THREAT (ASSAULT),,
95784,VERBAL THREAT (ASSAULT),,
95787,"MOUTH (SPIT,BITE,ETC)",,
95787,VERBAL THREAT (ASSAULT),,
95788,OTHER (SPECIFY),,METAL SCREW
95797,KNIFE/OTHER CUTTING INSTRUMENT,,
95798,KNIFE/OTHER CUTTING INSTRUMENT,,
95798,OTHER (SPECIFY),,OFFENDER WAS HOLDING A KNIFE DURING ARREST
95799,FIREARM - SEMI-AUTOMATIC,22 LR,
95799,HANDS/FISTS,,
95800,KNIFE/OTHER CUTTING INSTRUMENT,,
95801,VERBAL THREAT (ASSAULT),,
95802,FIREARM - SEMI-AUTOMATIC,22 LR,
95803,FIREARM - SEMI-AUTOMATIC,22 LR,
95804,FIREARM - SEMI-AUTOMATIC,22 LR,
95805,FIREARM - SEMI-AUTOMATIC,22 LR,JENNINGS
95806,VERBAL THREAT (ASSAULT),,
95810,HANDS/FISTS,,
95811,FEET,,
95811,OTHER (SPECIFY),,KICKED IN CHEST
95813,VERBAL THREAT (ASSAULT),,
95814,VERBAL THREAT (ASSAULT),,
95816,FIREARM - SEMI-AUTOMATIC, 9 MM,
95817,HANDS/FISTS,,
95825,FEET,,
95835,HANDS/FISTS,,
95835,OTHER (SPECIFY),,SWINGING ELBOWS TOWARD R/O
95837,HANDS/FISTS,,
95858,"MOUTH (SPIT,BITE,ETC)",,
95860,FIREARM - SEMI-AUTOMATIC, 9 MM,
95864,HANDS/FISTS,,
95865,FEET,,
95865,HANDS/FISTS,,
95865,"MOUTH (SPIT,BITE,ETC)",,
95865,VERBAL THREAT (ASSAULT),,
95866,"MOUTH (SPIT,BITE,ETC)",,
95871,FIREARM - SEMI-AUTOMATIC, 45 ACP,
95880,OTHER (SPECIFY),,"FIGHTING STANCE, AGGRESSIVE MOVEMENTS"
95881,HANDS/FISTS,,
95881,OTHER (SPECIFY),,"FIGHTING STANCE, AGGRESSIVE MOVEMENTS"
95886,HANDS/FISTS,,
95888,FEET,,
95888,HANDS/FISTS,,
95890,HANDS/FISTS,,
95891,HANDS/FISTS,,
95891,"MOUTH (SPIT,BITE,ETC)",,
95891,OTHER (SPECIFY),,ATTEMPTED TO BITE RIGHT CALF
95892,"MOUTH (SPIT,BITE,ETC)",,
95900,OTHER (SPECIFY),,PUSHED R/O WITH SHOULDER
95901,HANDS/FISTS,,
95902,FEET,,
95902,"MOUTH (SPIT,BITE,ETC)",,
95903,FEET,,
95903,HANDS/FISTS,,
95907,FIREARM - SEMI-AUTOMATIC,22 LR,
95907,HANDS/FISTS,,
95908,FIREARM - SEMI-AUTOMATIC,22 LR,
95908,HANDS/FISTS,,
95909,FIREARM - SEMI-AUTOMATIC,22 LR,
95909,HANDS/FISTS,,
95910,FIREARM - SEMI-AUTOMATIC,22 LR,
95910,HANDS/FISTS,,
95911,FIREARM - SEMI-AUTOMATIC,22 LR,
95911,HANDS/FISTS,,
95912,HANDS/FISTS,,
95915,"MOUTH (SPIT,BITE,ETC)",,
95917,"MOUTH (SPIT,BITE,ETC)",,
95917,VERBAL THREAT (ASSAULT),,
95928,HANDS/FISTS,,
95931,OTHER (SPECIFY),,ATTEMPT DISARM OF ASP
95932,HANDS/FISTS,,
95933,HANDS/FISTS,,
95935,HANDS/FISTS,,
95938,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
95942,HANDS/FISTS,,
95946,HANDS/FISTS,,
95947,HANDS/FISTS,,
95948,FEET,,
95948,HANDS/FISTS,,
95948,VERBAL THREAT (ASSAULT),,
95949,FEET,,
95949,HANDS/FISTS,,
95950,FEET,,
95950,HANDS/FISTS,,
95950,KNIFE/OTHER CUTTING INSTRUMENT,,
95950,OTHER (SPECIFY),,ARMED WITH KNIFE
95950,VERBAL THREAT (ASSAULT),,
95951,KNIFE/OTHER CUTTING INSTRUMENT,,
95951,OTHER (SPECIFY),,ARMED WITH KNIFE
95954,HANDS/FISTS,,
95954,OTHER (SPECIFY),,ATTEMPTED TO BRUSH PAST
95955,HANDS/FISTS,,
95955,VERBAL THREAT (ASSAULT),,
95957,FEET,,
95957,HANDS/FISTS,,
95959,VERBAL THREAT (ASSAULT),,
95961,VERBAL THREAT (ASSAULT),,
95962,OTHER (SPECIFY),,JUMPED ONTO R/OS BACK
95967,HANDS/FISTS,,
95971,OTHER (SPECIFY),,PUSHED
95972,FIREARM - SEMI-AUTOMATIC,45 CAL,
95973,HANDS/FISTS,,
95974,HANDS/FISTS,,
95975,HANDS/FISTS,,
95976,HANDS/FISTS,,
95977,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
95979,HANDS/FISTS,,
95979,VERBAL THREAT (ASSAULT),,
95980,HANDS/FISTS,,
95982,FIREARM - SEMI-AUTOMATIC,40 S&W,
95983,VERBAL THREAT (ASSAULT),,
95984,FIREARM - SEMI-AUTOMATIC,40 S&W,
95985,VERBAL THREAT (ASSAULT),,
95986,VERBAL THREAT (ASSAULT),,
95987,FIREARM - SEMI-AUTOMATIC,40 S&W,
95988,FIREARM - SEMI-AUTOMATIC,40 S&W,
95989,HANDS/FISTS,,
95994,OTHER (SPECIFY),,FIGHTING STANCE AND LUNGED AT P.O.S
96000,VERBAL THREAT (ASSAULT),,
96001,HANDS/FISTS,,
96001,"MOUTH (SPIT,BITE,ETC)",,
96007,FEET,,
96007,HANDS/FISTS,,
96007,VERBAL THREAT (ASSAULT),,
96008,FEET,,
96008,HANDS/FISTS,,
96008,VERBAL THREAT (ASSAULT),,
96009,HANDS/FISTS,,
96011,HANDS/FISTS,,
96011,VERBAL THREAT (ASSAULT),,
96012,HANDS/FISTS,,
96012,VERBAL THREAT (ASSAULT),,
96015,OTHER (SPECIFY),,BEER CAN
96015,VERBAL THREAT (ASSAULT),,
96024,HANDS/FISTS,,
96024,VERBAL THREAT (ASSAULT),,
96025,FEET,,
96025,HANDS/FISTS,,
96025,"MOUTH (SPIT,BITE,ETC)",,
96025,VERBAL THREAT (ASSAULT),,
96027,FIREARM - SEMI-AUTOMATIC,380 ACP,
96028,"MOUTH (SPIT,BITE,ETC)",,
96030,FIREARM - REVOLVER,357 MAG,
96030,OTHER (SPECIFY),,HOLDING GUN REFUSING TO GIVE UP HANDS
96044,FIREARM - SEMI-AUTOMATIC,380 ACP,
96045,FIREARM - SEMI-AUTOMATIC,380 ACP,
96051,FEET,,
96051,HANDS/FISTS,,
96055,FEET,,
96055,HANDS/FISTS,,
96058,FEET,,
96059,FEET,,
96059,HANDS/FISTS,,
96059,OTHER (SPECIFY),,METAL BAR
96059,VERBAL THREAT (ASSAULT),,
96063,OTHER (SPECIFY),,CHEST BUMP
96065,OTHER (SPECIFY),,BASEBALL BAT
96065,OTHER (SPECIFY),,STRUCK WITH BASEBALL BAT AND THEN ADDITIONAL ATTEMPT
96065,VERBAL THREAT (ASSAULT),,
96067,HANDS/FISTS,,
96069,OTHER (SPECIFY),,PULLED DOOR SHATTERED WINDOW
96071,HANDS/FISTS,,
96072,OTHER (SPECIFY),,STRUCK WITH LEFT FOREARM
96075,FEET,,
96075,HANDS/FISTS,,
96077,VERBAL THREAT (ASSAULT),,
96078,FIREARM - SEMI-AUTOMATIC,UNKNOWN,
96078,OTHER (SPECIFY),,BLUNT STRIKE
96085,FEET,,
96085,HANDS/FISTS,,
96088,KNIFE/OTHER CUTTING INSTRUMENT,,
96089,HANDS/FISTS,,
96089,"MOUTH (SPIT,BITE,ETC)",,
96089,VERBAL THREAT (ASSAULT),,
96095,OTHER (SPECIFY),,ATTEMPT HEAD BUTT
96097,HANDS/FISTS,,
96097,VERBAL THREAT (ASSAULT),,
96098,FIREARM - SEMI-AUTOMATIC,380 ACP,
96110,HANDS/FISTS,,
96111,HANDS/FISTS,,
96111,OTHER (SPECIFY),,HEAD
96112,HANDS/FISTS,,
96113,VERBAL THREAT (ASSAULT),,
96117,OTHER (SPECIFY),,FELL ONTO OFFICER CAUSING INJURY
96124,VERBAL THREAT (ASSAULT),,
96125,VERBAL THREAT (ASSAULT),,
96126,VERBAL THREAT (ASSAULT),,
96127,VERBAL THREAT (ASSAULT),,
96130,HANDS/FISTS,,
96134,HANDS/FISTS,,
96134,VERBAL THREAT (ASSAULT),,
96140,HANDS/FISTS,,
96145,FEET,,
96145,HANDS/FISTS,,
96145,OTHER (SPECIFY),,STIFF BODY WEIGHT
96145,VERBAL THREAT (ASSAULT),,
96146,HANDS/FISTS,,
96148,VERBAL THREAT (ASSAULT),,
96157,HANDS/FISTS,,
96162,FIREARM - SEMI-AUTOMATIC, 9 MM,
96163,FIREARM - SEMI-AUTOMATIC,40 S&W,
96163,HANDS/FISTS,,
96163,VERBAL THREAT (ASSAULT),,
96172,OTHER (SPECIFY),,LUNGED TOWARD OFFICER
96175,VERBAL THREAT (ASSAULT),,
96176,VERBAL THREAT (ASSAULT),,
96177,HANDS/FISTS,,
96178,FEET,,
96178,"MOUTH (SPIT,BITE,ETC)",,
96178,VERBAL THREAT (ASSAULT),,
96186,HANDS/FISTS,,
96189,OTHER (SPECIFY),,SWUNG HEAD
96189,VERBAL THREAT (ASSAULT),,
96191,FIREARM - SEMI-AUTOMATIC, 9 MM,
96195,HANDS/FISTS,,
96195,OTHER (SPECIFY),,CLENCHED FIST/COCKED ARM BACK
96196,"MOUTH (SPIT,BITE,ETC)",,
